Material,Type of steel profile,Type of connnection,Lateral load resisting system,Height,Irregularities,Ductility,Type of block
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),Unknown
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),Concrete block
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),Ceramic brick
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,High ductility (PGA>0.3g),Unknown
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,Unknown,Concrete block
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,Unknown,Ceramic brick
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Irregular-torsion,Unknown,Unknown
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Non ductile (PGA<0.1g),Concrete block
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Non ductile (PGA<0.1g),Ceramic brick
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Non ductile (PGA<0.1g),Unknown
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),Concrete block
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),Ceramic brick
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),Unknown
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,High ductility (PGA>0.3g),Concrete block
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,High ductility (PGA>0.3g),Ceramic brick
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,High ductility (PGA>0.3g),Unknown
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Unknown,Concrete block
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Unknown,Ceramic brick
Steel,Cold formed members,Riveted,Infilled frame,Unknown,Unknown,Unknown,Unknown
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Regular,Unknown,-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Low rise (<3 floors),Unknown,Unknown,-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Regular,Unknown,-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Regular,Unknown,-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Tall (>12 floors),Unknown,Unknown,-
Steel,Cold formed members,Riveted,Wall,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Regular,Unknown,-
Steel,Cold formed members,Riveted,Wall,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Wall,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Wall,Unknown,Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Wall,Unknown,Unknown,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Regular,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Low rise (<3 floors),Unknown,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Regular,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Mid rise (4-6 floors),Unknown,Unknown,-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Regular,Unknown,-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,High-rise (7-12 floors),Unknown,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Regular,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Irregular-torsion,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Irregular-torsion,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Unknown,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Unknown,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Unknown,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Tall (>12 floors),Unknown,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Unknown,Regular,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Unknown,Regular,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Unknown,Regular,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Unknown,Regular,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Unknown,Irregular-soft storey,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Unknown,Irregular-soft storey,Moderate ductility (0.1g<PGA<0.3g),-
Steel,Cold formed members,Riveted,Dual system,Unknown,Irregular-soft storey,High ductility (PGA>0.3g),-
Steel,Cold formed members,Riveted,Dual system,Unknown,Irregular-soft storey,Unknown,-
Steel,Cold formed members,Riveted,Dual system,Unknown,Irregular-torsion,Non ductile (PGA<0.1g),-
Steel,Cold formed members,Riveted,Dual system,Unknown,Irregular-torsion,Moderate ductility (0.1g<PGA<0.3g),-
